1.0,-1.2147696907049976e-05
1.001953125,-1.1967345926677808e-05
1.00390625,-1.178298862214433e-05
1.005859375,-1.1595424439292401e-05
1.0078125,-1.1404727047192864e-05
1.009765625,-1.121173772844486e-05
1.01171875,-1.1016541975550354e-05
1.013671875,-1.0820102033903822e-05
1.015625,-1.0622422450978775e-05
1.017578125,-1.0424514584883582e-05
1.01953125,-1.0226387530565262e-05
1.021484375,-1.002925455395598e-05
1.0234375,-9.832998330239207e-06
1.025390625,-9.638936717237812e-06
1.02734375,-9.446814146940596e-06
1.029296875,-9.25819949770812e-06
1.03125,-9.072576176549774e-06
1.033203125,-8.891671313904226e-06
1.03515625,-8.714891009731218e-06
1.037109375,-8.544078809791245e-06
1.0390625,-8.37858624436194e-06
1.041015625,-8.220109521062113e-06
1.04296875,-8.068165698205121e-06
1.044921875,-7.92429727880517e-06
1.046875,-7.788140464981552e-06
1.048828125,-7.66103585192468e-06
1.05078125,-7.542796993220691e-06
1.052734375,-7.4346057772345375e-06
1.0546875,-7.336326234508306e-06
1.056640625,-7.2488951445848215e-06
1.05859375,-7.172338428063085e-06
1.060546875,-7.107535111572361e-06
1.0625,-7.054416073515313e-06
1.064453125,-7.013706181169255e-06
1.06640625,-6.985467734921258e-06
1.068359375,-6.970284630369861e-06
1.0703125,-6.968090019654483e-06
1.072265625,-6.979378667892888e-06
1.07421875,-7.004204235272482e-06
1.076171875,-7.0429177867481485e-06
1.078125,-7.0955434239294846e-06
1.080078125,-7.1622143877903e-06
1.08203125,-7.243081199703738e-06
1.083984375,-7.338031082326779e-06
1.0859375,-7.4472318374319e-06
1.087890625,-7.570436082460219e-06
1.08984375,-7.70785663917195e-06
1.091796875,-7.859066499804612e-06
1.09375,-8.02428894530749e-06
1.095703125,-8.202790922950953e-06
1.09765625,-8.39502172311768e-06
1.099609375,-8.599969987699296e-06
1.1015625,-8.818098649499007e-06
1.103515625,-9.048375432030298e-06
1.10546875,-9.291196874983143e-06
1.107421875,-9.545435204927344e-06
1.109375,-9.811352356337011e-06
1.111328125,-1.0087756891152821e-05
1.11328125,-1.0374913472332992e-05
1.115234375,-1.067158518708311e-05
1.1171875,-1.0977940291923005e-05
1.119140625,-1.1292654562566895e-05
1.12109375,-1.161598993348889e-05
1.123046875,-1.1946400263695978e-05
