X Y mu sigma
0.00196078431372549 -1.2147696907049976e-05 -1.2147645384119696e-05 1.1121520968044855e-10
0.00391390931372549 -1.1967345926677808e-05 -1.1967292244986551e-05 7.199711554911919e-11
0.00586703431372549 -1.178298862214433e-05 -1.1783080171037065e-05 5.890263863628086e-11
0.00782015931372549 -1.1595424439292401e-05 -1.1595443432577546e-05 5.754422176472955e-11
0.00977328431372549 -1.1404727047192864e-05 -1.1404835983178784e-05 5.731407743091863e-11
0.01172640931372549 -1.121173772844486e-05 -1.1211730409639237e-05 5.540547685878591e-11
0.01367953431372549 -1.1016541975550354e-05 -1.1016616764000971e-05 5.2270956724865906e-11
0.01563265931372549 -1.0820102033903824e-05 -1.0820001368878878e-05 4.9059907979169506e-11
0.01758578431372549 -1.0622422450978775e-05 -1.0622405531782863e-05 4.660571538750665e-11
0.01953890931372549 -1.0424514584883582e-05 -1.042436422769057e-05 4.523461955469671e-11
0.02149203431372549 -1.0226387530565262e-05 -1.0226424672679108e-05 4.474387145671901e-11
0.02344515931372549 -1.0029254553955978e-05 -1.0029144918406978e-05 4.4691475786903096e-11
0.02539828431372549 -9.832998330239207e-06 -9.833092294805149e-06 4.4655838522557147e-11
0.02735140931372549 -9.638936717237812e-06 -9.63884188380328e-06 4.4383924853244476e-11
0.02930453431372549 -9.446814146940595e-06 -9.446974890187302e-06 4.381104682997659e-11
0.03125765931372549 -9.25819949770812e-06 -9.258077018391717e-06 4.297830733604292e-11
0.03321078431372549 -9.072576176549774e-06 -9.072736723960023e-06 4.201844840065897e-11
0.03516390931372549 -8.891671313904226e-06 -8.891543529424842e-06 4.107857824460394e-11
0.03711703431372549 -8.714891009731218e-06 -8.715086239689239e-06 4.030270969312904e-11
0.03907015931372549 -8.544078809791245e-06 -8.543951151859017e-06 3.9748098398733715e-11
0.04102328431372549 -8.378586244361942e-06 -8.378720236493694e-06 3.9429416485876384e-11
0.04297640931372549 -8.220109521062115e-06 -8.219969338135227e-06 3.9296634006000024e-11
0.04492953431372549 -8.068165698205121e-06 -8.06826629658344e-06 3.925992532539956e-11
0.04688265931372549 -7.924297278805169e-06 -7.924169141859257e-06 3.926757579711421e-11
0.04883578431372549 -7.788140464981552e-06 -7.788224254790167e-06 3.9219352910231726e-11
0.05078890931372549 -7.66103585192468e-06 -7.660964534621738e-06 3.908124536176429e-11
0.05274203431372549 -7.542796993220691e-06 -7.542907602262924e-06 3.8843015730734404e-11
0.05469515931372549 -7.4346057772345375e-06 -7.434554038222713e-06 3.851138647804116e-11
0.05664828431372549 -7.336326234508306e-06 -7.3363856212569746e-06 3.8127274221732844e-11
0.05860140931372549 -7.2488951445848215e-06 -7.2488636361839256e-06 3.7720144974199034e-11
0.06055453431372549 -7.172338428063085e-06 -7.172427235214363e-06 3.733674246183686e-11
0.06250765931372548 -7.107535111572361e-06 -7.10749183789923e-06 3.701109575366941e-11
0.06446078431372548 -7.054416073515313e-06 -7.054447587205252e-06 3.6762720926087714e-11
0.06641390931372548 -7.013706181169255e-06 -7.0136579126731905e-06 3.660304068761622e-11
0.06836703431372548 -6.985467734921258e-06 -6.9854581362625896e-06 3.651923751712866e-11
0.07032015931372548 -6.970284630369861e-06 -6.970154178446121e-06 3.649126035893408e-11
0.07227328431372548 -6.968090019654483e-06 -6.968021346830884e-06 3.648467438038314e-11
0.07422640931372548 -6.979378667892888e-06 -6.979303222625806e-06 3.647891067376154e-11
0.07617953431372548 -7.004204235272482e-06 -7.0042106521500755e-06 3.6452550695123676e-11
0.07813265931372548 -7.0429177867481485e-06 -7.04292080870246e-06 3.639069467575966e-11
0.08008578431372548 -7.0955434239294846e-06 -7.095576431313518e-06 3.628157194718899e-11
0.08203890931372548 -7.1622143877903e-06 -7.162285099494543e-06 3.61305743768756e-11
0.08399203431372548 -7.243081199703738e-06 -7.243118659004101e-06 3.595138102549749e-11
0.08594515931372548 -7.338031082326779e-06 -7.338112762309904e-06 3.574524857875473e-11
0.08789828431372548 -7.4472318374319e-06 -7.4472665116585825e-06 3.554806212980989e-11
0.08985140931372548 -7.570436082460219e-06 -7.570542244783707e-06 3.5361670319843565e-11
0.09180453431372548 -7.70785663917195e-06 -7.70786538618661e-06 3.5198194516580454e-11
0.09375765931372548 -7.859066499804612e-06 -7.859124473471519e-06 3.5070805352561426e-11
0.09571078431372548 -8.024288945307488e-06 -8.02417125263678e-06 3.499105892244422e-11
0.09766390931372548 -8.202790922950953e-06 -8.202820927119614e-06 3.494639019838719e-11
0.09961703431372548 -8.39502172311768e-06 -8.394852459433873e-06 3.4929194709377604e-11
0.10157015931372548 -8.599969987699296e-06 -8.600009044381532e-06 3.492661465584324e-11
0.10352328431372548 -8.818098649499008e-06 -8.81799862955512e-06 3.493005468487314e-11
0.10547640931372548 -9.048375432030298e-06 -9.048494584887678e-06 3.4918873351444495e-11
0.10742953431372548 -9.291196874983141e-06 -9.291136418673888e-06 3.4899942934003036e-11
0.10938265931372548 -9.545435204927344e-06 -9.545530628039307e-06 3.485084810973123e-11
0.11133578431372548 -9.811352356337013e-06 -9.811251600244351e-06 3.478528055843076e-11
0.11328890931372548 -1.0087756891152821e-05 -1.0087842629824707e-05 3.469795299473048e-11
0.11524203431372548 -1.0374913472332993e-05 -1.0374816952589205e-05 3.459738403233791e-11
0.11719515931372548 -1.0671585187083112e-05 -1.0671658955025555e-05 3.44851999788838e-11
0.11914828431372548 -1.0977940291923003e-05 -1.0977825303213323e-05 3.4379640359187465e-11
0.12110140931372548 -1.1292654562566895e-05 -1.1292746266944151e-05 3.4266743453815513e-11
0.12305453431372548 -1.161598993348889e-05 -1.161582703857254e-05 3.417721211835127e-11
0.12500765931372548 -1.1946400263695978e-05 -1.1946449081536918e-05 3.41121109318845e-11
0.12696078431372548 -1.2284150216146372e-05 -1.2283971542653122e-05 3.4058352873114955e-11
0.12891390931372548 -1.2627614523808006e-05 -1.2627732713361663e-05 3.4025704143379984e-11
0.13086703431372548 -1.2977146070625167e-05 -1.2977051533455828e-05 3.401864083869163e-11
0.13282015931372548 -1.3331078662304208e-05 -1.3331229057528057e-05 3.400539318803208e-11
0.13477328431372548 -1.368957236991264e-05 -1.3689550056243355e-05 3.401510863633151e-11
0.13672640931372548 -1.4051123798708431e-05 -1.4051284503436727e-05 3.401157606714176e-11
0.13867953431372548 -1.4415691111935303e-05 -1.441568921649366e-05 3.400185960947128e-11
0.14063265931372548 -1.4781856407353189e-05 -1.4782009379620455e-05 3.399214037440741e-11
0.14258578431372548 -1.5149411410675384e-05 -1.5149480159944503e-05 3.396031252063565e-11
0.14453890931372548 -1.551712557557039e-05 -1.5517328316001356e-05 3.391517193124379e-11
0.14649203431372548 -1.5884761523921043e-05 -1.5884773769261696e-05 3.386731043387654e-11
0.14844515931372548 -1.62509641086217e-05 -1.6251031208022153e-05 3.3805166898588794e-11
0.15039828431372548 -1.6615387721685693e-05 -1.661531165281134e-05 3.374824981408695e-11
0.15235140931372548 -1.6976886399788782e-05 -1.697682404621191e-05 3.367696818457297e-11
0.15430453431372548 -1.733490171318408e-05 -1.733477682730493e-05 3.3622514395939584e-11
0.15625765931372548 -1.768850597727578e-05 -1.7688379446588815e-05 3.3568867120416875e-11
0.15821078431372548 -1.8036973415291868e-05 -1.8036843917101143e-05 3.352947123163593e-11
0.16016390931372548 -1.8379525499767624e-05 -1.837938633010991e-05 3.349810050706669e-11
0.16211703431372548 -1.871545464382507e-05 -1.8715228345161586e-05 3.3482852692939257e-11
0.16407015931372548 -1.9043807697016746e-05 -1.9043598582448375e-05 3.347388014603191e-11
0.16602328431372548 -1.9363948013051413e-05 -1.9363734175114313e-05 3.3469392970560875e-11
0.16797640931372548 -1.967497883015312e-05 -1.9674882079330796e-05 3.347118791293583e-11
0.16992953431372548 -1.9976261683041226e-05 -1.9976300475666426e-05 3.347298275905948e-11
0.17188265931372548 -2.0267096260795373e-05 -2.0267260119839304e-05 3.346670037649337e-11
0.17383578431372548 -2.0546791347442198e-05 -2.0547045633318445e-05 3.3464007565773315e-11
0.17578890931372548 -2.0814670278923586e-05 -2.081495672173976e-05 3.3457723497928275e-11
0.17774203431372548 -2.1070067305117842e-05 -2.107030949502915e-05 3.343077839933348e-11
0.17969515931372548 -2.1312178432708603e-05 -2.1312437520458575e-05 3.341370193162736e-11
0.18164828431372548 -2.1540485249715854e-05 -2.1540693043052824e-05 3.337952278802425e-11
0.18360140931372548 -2.175430563511327e-05 -2.1754448006888893e-05 3.334080413133046e-11
0.18555453431372548 -2.195304841734469e-05 -2.195309516053271e-05 3.330835389792727e-11
0.18750765931372548 -2.21360896830447e-05 -2.213604894039221e-05 3.327496929243925e-11
0.18946078431372548 -2.230287645943463e-05 -2.2302746496102974e-05 3.3233417342374514e-11
0.19141390931372548 -2.245277755719144e-05 -2.2452648482396973e-05 3.3210812955828696e-11
0.19336703431372548 -2.258552376588341e-05 -2.2585239935255398e-05 3.318547776353071e-11
0.19532015931372548 -2.270013101224322e-05 -2.2700030982471803e-05 3.317370841856218e-11
0.19727328431372548 -2.27968193939887e-05 -2.279655760957997e-05 3.316736934912794e-11
0.19922640931372548 -2.2874382921145298e-05 -2.2874382225223858e-05 3.316193489659154e-11
0.20117953431372548 -2.2933298168936744e-05 -2.29330943254667e-05 3.316193489659154e-11
0.20313265931372548 -2.297221908520441e-05 -2.297231092452765e-05 3.316827500464996e-11
0.20508578431372548 -2.299181687703822e-05 -2.2991677137370068e-05 3.317008624151164e-11
0.20703890931372548 -2.2990723664406687e-05 -2.2990866449922838e-05 3.3171897379476974e-11
0.20899203431372548 -2.2969707060838118e-05 -2.2969581204713636e-05 3.317642479182517e-11
0.21094515931372548 -2.2927317331777882e-05 -2.2927552783310644e-05 3.316736934912794e-11
0.21289828431372548 -2.2864614948048253e-05 -2.2864541880935234e-05 3.316374647971799e-11
0.21485140931372548 -2.2780090148444287e-05 -2.278033867320402e-05 3.3152875496095597e-11
0.21680453431372548 -2.267492345708888e-05 -2.267476296076866e-05 3.313384269239956e-11
0.21875765931372548 -2.2547441403730772e-05 -2.254766419179366e-05 3.311752015470953e-11
0.22071078431372548 -2.2399075533030555e-05 -2.239892151694948e-05 3.310118956820894e-11
0.22266390931372548 -2.2228232410270717e-05 -2.2228443745099654e-05 3.308848242869232e-11
0.22461703431372548 -2.203629082941916e-05 -2.203616925498564e-05 3.306668740002687e-11
